city,month_num,month,weekday_num,weekday,avg_price,availability_rate
chicago,1,Jan,0,Mon,175.57846586910625,0.7221147079521464
chicago,1,Jan,1,Tue,175.57846586910625,0.7215869106263195
chicago,1,Jan,2,Wed,175.57846586910625,0.7222026741731176
chicago,1,Jan,3,Thu,175.57846586910625,0.7135116115411682
chicago,1,Jan,4,Fri,175.57846586910625,0.7117522871217452
chicago,1,Jan,5,Sat,175.57846586910625,0.7147783251231528
chicago,1,Jan,6,Sun,175.57846586910625,0.7178043631245602
chicago,2,Feb,0,Mon,175.57846586910625,0.7259852216748769
chicago,2,Feb,1,Tue,175.57846586910625,0.7265130190007038
chicago,2,Feb,2,Wed,175.57846586910625,0.726073187895848
chicago,2,Feb,3,Thu,175.57846586910625,0.7253694581280788
chicago,2,Feb,4,Fri,175.57846586910625,0.7233462350457425
chicago,2,Feb,5,Sat,175.57846586910625,0.724841660802252
chicago,2,Feb,6,Sun,175.57846586910625,0.724313863476425
chicago,3,Mar,0,Mon,175.57846586910625,0.7028852920478537
chicago,3,Mar,1,Tue,175.57846586910625,0.7032371569317382
chicago,3,Mar,2,Wed,175.57846586910625,0.7119985925404645
chicago,3,Mar,3,Thu,175.57846586910625,0.7070724841660803
chicago,3,Mar,4,Fri,175.57846586910625,0.7029380717804363
chicago,3,Mar,5,Sat,175.57846586910625,0.6986277269528501
chicago,3,Mar,6,Sun,175.57846586910625,0.7014074595355384
chicago,4,Apr,0,Mon,175.57846586910625,0.6659922589725545
chicago,4,Apr,1,Tue,175.57846586910625,0.6666959887403238
chicago,4,Apr,2,Wed,175.57846586910625,0.6655876143560873
chicago,4,Apr,3,Thu,175.57846586910625,0.6633356790992259
chicago,4,Apr,4,Fri,175.57846586910625,0.6624736101337086
chicago,4,Apr,5,Sat,175.57846586910625,0.6614180154820549
chicago,4,Apr,6,Sun,175.57846586910625,0.6625615763546798
chicago,5,May,0,Mon,175.57846586910625,0.663881069669247
chicago,5,May,1,Tue,175.57846586910625,0.6641449683321604
chicago,5,May,2,Wed,175.57846586910625,0.6632653061224489
chicago,5,May,3,Thu,175.57846586910625,0.6593947923997185
chicago,5,May,4,Fri,175.57846586910625,0.6560168895144265
chicago,5,May,5,Sat,175.57846586910625,0.6562280084447573
chicago,5,May,6,Sun,175.57846586910625,0.6608022519352569
chicago,6,Jun,0,Mon,175.57846586910625,0.6182969739619986
chicago,6,Jun,1,Tue,175.57846586910625,0.6207600281491907
chicago,6,Jun,2,Wed,175.57846586910625,0.6366995073891626
chicago,6,Jun,3,Thu,175.57846586910625,0.6313335679099226
chicago,6,Jun,4,Fri,175.57846586910625,0.6187543983110485
chicago,6,Jun,5,Sat,175.57846586910625,0.5989619985925405
chicago,6,Jun,6,Sun,175.57846586910625,0.601073187895848
chicago,7,Jul,0,Mon,175.5833186697167,0.548565898293155
chicago,7,Jul,1,Tue,175.58574571051474,0.5478222613286405
chicago,7,Jul,2,Wed,175.58428943478566,0.5463503906524952
chicago,7,Jul,3,Thu,175.58428943478566,0.5447314704019145
chicago,7,Jul,4,Fri,175.58428943478566,0.5426198352924615
chicago,7,Jul,5,Sat,175.5833186697167,0.5456625021995425
chicago,7,Jul,6,Sun,175.5833186697167,0.5468942459968327
chicago,8,Aug,0,Mon,175.58817317845828,0.5490320309750087
chicago,8,Aug,1,Tue,175.58817317845828,0.5490144315381907
chicago,8,Aug,2,Wed,175.58817317845828,0.5481344596972897
chicago,8,Aug,3,Thu,175.58817317845828,0.5480464625131996
chicago,8,Aug,4,Fri,175.58817317845828,0.5458465329109469
chicago,8,Aug,5,Sat,175.58817317845828,0.5431890179514256
chicago,8,Aug,6,Sun,175.58817317845828,0.5461457233368532
chicago,9,Sep,0,Mon,174.01012262365236,0.5051436095794585
chicago,9,Sep,1,Tue,174.88389361414877,0.5144457945186985
chicago,9,Sep,2,Wed,177.86470679975048,0.4868215845290081
chicago,9,Sep,3,Thu,175.58574571051474,0.48710954685437746
chicago,9,Sep,4,Fri,175.58574571051474,0.46502419709634846
chicago,9,Sep,5,Sat,175.58574571051474,0.46370435547734273
chicago,9,Sep,6,Sun,175.58574571051474,0.497228332600088
chicago,10,Oct,0,Mon,175.57846586910625,0.5255102040816326
chicago,10,Oct,1,Tue,175.57846586910625,0.5628958479943702
chicago,10,Oct,2,Wed,175.57846586910625,0.548768472906404
chicago,10,Oct,3,Thu,175.57846586910625,0.48064743138634763
chicago,10,Oct,4,Fri,175.57846586910625,0.3952146375791696
chicago,10,Oct,5,Sat,175.57846586910625,0.3669071076706545
chicago,10,Oct,6,Sun,175.57846586910625,0.4444933145672062
chicago,11,Nov,0,Mon,175.57846586910625,0.6785714285714286
chicago,11,Nov,1,Tue,175.57846586910625,0.6811224489795918
chicago,11,Nov,2,Wed,175.57846586910625,0.6678395496129487
chicago,11,Nov,3,Thu,175.57846586910625,0.6454081632653061
chicago,11,Nov,4,Fri,175.57846586910625,0.6156755805770584
chicago,11,Nov,5,Sat,175.57846586910625,0.5933849401829697
chicago,11,Nov,6,Sun,175.57846586910625,0.6557353976073188
chicago,12,Dec,0,Mon,175.57846586910625,0.7147079521463758
chicago,12,Dec,1,Tue,175.57846586910625,0.7117522871217452
chicago,12,Dec,2,Wed,175.57846586910625,0.7095707248416608
chicago,12,Dec,3,Thu,175.57846586910625,0.708128078817734
chicago,12,Dec,4,Fri,175.57846586910625,0.699155524278677
chicago,12,Dec,5,Sat,175.57846586910625,0.7043455313159747
chicago,12,Dec,6,Sun,175.57846586910625,0.7182441942294159
